timestamp,actual,sarimax_loadonly_forecast
2023-03-21 01:00:00,42168.0,42073.52258519562
2023-03-21 02:00:00,42583.0,42285.727398758834
2023-03-21 03:00:00,43793.0,43894.238190204225
2023-03-21 04:00:00,46581.0,46771.98660653674
2023-03-21 05:00:00,52172.0,53429.90632085707
2023-03-21 06:00:00,57364.0,59341.9329723048
2023-03-21 07:00:00,60988.0,62841.00410778175
2023-03-21 08:00:00,62417.0,63737.05912540282
2023-03-21 09:00:00,63411.0,64492.03921962288
2023-03-21 10:00:00,64133.0,64927.887327990364
2023-03-21 11:00:00,63957.0,64881.548079479064
2023-03-21 12:00:00,63004.0,65301.96774435147
2023-03-21 13:00:00,62056.0,63376.0941855083
2023-03-21 14:00:00,60707.0,62158.87681128004
2023-03-21 15:00:00,60017.0,60918.266529617875
2023-03-21 16:00:00,60239.0,61143.215703642425
2023-03-21 17:00:00,61920.0,62904.67810851014
2023-03-21 18:00:00,64245.0,64945.60888955823
2023-03-21 19:00:00,61592.0,61703.96452169021
2023-03-21 20:00:00,57398.0,57821.70276996542
2023-03-21 21:00:00,53856.0,54521.78265135658
2023-03-21 22:00:00,49821.0,50483.1643976411
2023-03-21 23:00:00,45875.0,47100.80941939222
2023-03-22 00:00:00,44075.0,44705.680271037556
2023-03-22 01:00:00,44149.0,43348.26320214897
2023-03-22 02:00:00,44603.0,43522.68259732264
2023-03-22 03:00:00,45712.0,45094.527992619776
2023-03-22 04:00:00,47645.0,47936.69783573528
2023-03-22 05:00:00,53879.0,54560.09358454218
2023-03-22 06:00:00,59957.0,60438.619617864984
2023-03-22 07:00:00,62433.0,63905.18314889786
2023-03-22 08:00:00,62480.0,64769.69414118923
2023-03-22 09:00:00,62800.0,65494.065227116735
2023-03-22 10:00:00,63011.0,65900.21162877869
2023-03-22 11:00:00,63643.0,65825.05108123056
2023-03-22 12:00:00,63457.0,66217.50375799664
2023-03-22 13:00:00,62281.0,64264.49219878996
2023-03-22 14:00:00,61557.0,63020.94123937437
2023-03-22 15:00:00,60388.0,61754.77794350596
2023-03-22 16:00:00,60220.0,61954.93153689157
2023-03-22 17:00:00,62489.0,63692.33334310507
2023-03-22 18:00:00,64538.0,65709.91672140309
2023-03-22 19:00:00,62543.0,62445.61700638399
2023-03-22 20:00:00,58467.0,58541.37144943553
2023-03-22 21:00:00,53957.0,55220.11916191799
2023-03-22 22:00:00,49811.0,51160.80106003157
2023-03-22 23:00:00,46790.0,47758.35981131795
2023-03-23 00:00:00,45180.0,45343.73978274758
2023-03-23 01:00:00,44488.0,43967.40957554148
2023-03-23 02:00:00,44833.0,44123.47644907124
2023-03-23 03:00:00,45676.0,45677.51332179345
2023-03-23 04:00:00,48283.0,48502.40251637165
2023-03-23 05:00:00,53878.0,55109.02984362008
2023-03-23 06:00:00,59471.0,60971.28449910916
2023-03-23 07:00:00,62106.0,64422.05896283567
2023-03-23 08:00:00,61740.0,65271.24890186701
2023-03-23 09:00:00,63675.0,65980.75307587106
2023-03-23 10:00:00,65315.0,66372.4732454465
2023-03-23 11:00:00,66050.0,66283.31408317016
2023-03-23 12:00:00,66393.0,66662.18308728124
2023-03-23 13:00:00,64421.0,64695.990497924
2023-03-23 14:00:00,62838.0,63439.64921587311
2023-03-23 15:00:00,61352.0,62161.07472366825
2023-03-23 16:00:00,62227.0,62349.18500908628
2023-03-23 17:00:00,62543.0,64074.90049088187
2023-03-23 18:00:00,63389.0,66081.14394672932
2023-03-23 19:00:00,60618.0,62805.84044330025
2023-03-23 20:00:00,56675.0,58890.917268414014
2023-03-23 21:00:00,53674.0,55559.30386519908
2023-03-23 22:00:00,49717.0,51489.93176820623
2023-03-23 23:00:00,46867.0,48077.734541415324
2023-03-24 00:00:00,45016.0,45653.647718079585
2023-03-24 01:00:00,43996.0,44268.1313275488
2023-03-24 02:00:00,45087.0,44415.28431140773
2023-03-24 03:00:00,45749.0,45960.671516879134
2023-03-24 04:00:00,48557.0,48777.16743463737
2023-03-24 05:00:00,53370.0,55375.650275660635
2023-03-24 06:00:00,58796.0,61230.00186095498
2023-03-24 07:00:00,62818.0,64673.10751454712
