timestamp,actual,forecast
2023-12-26 19:00:00,50088.0,59879.945
2023-12-26 20:00:00,48037.0,56536.598
2023-12-26 21:00:00,47225.0,53345.24
2023-12-26 22:00:00,44723.0,49804.42
2023-12-26 23:00:00,41745.0,46890.43
2023-12-27 00:00:00,38850.0,47025.047
2023-12-27 01:00:00,37885.0,46448.234
2023-12-27 02:00:00,37809.0,46436.96
2023-12-27 03:00:00,38136.0,47205.453
2023-12-27 04:00:00,40257.0,49654.445
2023-12-27 05:00:00,42724.0,55227.215
2023-12-27 06:00:00,46309.0,61615.008
2023-12-27 07:00:00,49293.0,64781.18
2023-12-27 08:00:00,50877.0,65644.76
2023-12-27 09:00:00,51947.0,66196.73
2023-12-27 10:00:00,53153.0,66632.02
2023-12-27 11:00:00,53524.0,66444.195
2023-12-27 12:00:00,52498.0,66242.51
2023-12-27 13:00:00,51288.0,65355.96
2023-12-27 14:00:00,51035.0,65179.055
2023-12-27 15:00:00,52325.0,64842.863
2023-12-27 16:00:00,55396.0,66426.01
2023-12-27 17:00:00,56206.0,66328.54
2023-12-27 18:00:00,55013.0,65780.48
2023-12-27 19:00:00,52840.0,62584.086
2023-12-27 20:00:00,51130.0,59278.684
2023-12-27 21:00:00,49929.0,55823.28
2023-12-27 22:00:00,46980.0,51945.137
2023-12-27 23:00:00,43635.0,48719.414
2023-12-28 00:00:00,41790.0,47203.35
