timestamp,actual,forecast
2023-03-26 19:00:00,50005.0,51654.805
2023-03-26 20:00:00,49608.0,49316.695
2023-03-26 21:00:00,46374.0,48084.324
2023-03-26 22:00:00,44167.0,45196.832
2023-03-26 23:00:00,43055.0,40781.9
2023-03-27 00:00:00,42112.0,44927.47
2023-03-27 01:00:00,42479.0,41931.875
2023-03-27 02:00:00,43776.0,41710.016
2023-03-27 03:00:00,46540.0,43372.594
2023-03-27 04:00:00,52418.0,46589.676
2023-03-27 05:00:00,58219.0,52273.145
2023-03-27 06:00:00,61200.0,58031.47
2023-03-27 07:00:00,61568.0,61540.957
2023-03-27 08:00:00,63268.0,63430.547
2023-03-27 09:00:00,63571.0,64134.56
2023-03-27 10:00:00,64004.0,64165.453
2023-03-27 11:00:00,64007.0,64361.25
2023-03-27 12:00:00,61926.0,64432.625
2023-03-27 13:00:00,60896.0,62771.9
2023-03-27 14:00:00,59739.0,61825.277
2023-03-27 15:00:00,59637.0,60660.406
2023-03-27 16:00:00,59846.0,60390.58
2023-03-27 17:00:00,61325.0,62062.23
2023-03-27 18:00:00,61987.0,64158.96
2023-03-27 19:00:00,58616.0,61818.367
2023-03-27 20:00:00,55428.0,57605.363
2023-03-27 21:00:00,52436.0,54577.137
2023-03-27 22:00:00,49832.0,51404.53
2023-03-27 23:00:00,48234.0,48320.023
2023-03-28 00:00:00,47897.0,45872.406
