Anchor,Horizon,MAE,MAE_CI_L,MAE_CI_U,RMSE,RMSE_CI_L,RMSE_CI_U,MASE,MASE_CI_L,MASE_CI_U,Runtime (s)
2023-03-21,24h,738.4034166666661,502.90713645833256,973.8269843749982,953.6174909680325,670.4679921163392,1221.8774049686306,0.19151395220898035,0.1304351132772652,0.25257393226499697,77.3691155059496
2023-03-21,7d,1423.0493154761903,1226.7336785714285,1662.623427083333,2017.2652393777612,1636.3053296339394,2444.1368529334814,0.3690852350405062,0.3181683748859623,0.4312217093921023,77.36473966902122
2023-06-21,24h,857.9223333333333,658.2065395833323,1096.440104166667,1018.175622449045,767.3464587737099,1293.5082575215145,0.20469707833252496,0.15704563263737886,0.26160653146480556,95.81761185196228
2023-06-21,7d,1270.6635416666668,1132.2370126488097,1421.9352419642855,1556.2078826476313,1406.0888858241915,1712.102820986931,0.3031755957584645,0.2701475407088025,0.33926846090746504,93.74139806104358
2023-12-21,24h,1446.3621250000003,1133.5879864583333,1810.8106156249999,1688.997586642531,1277.9200129411404,2127.956323734595,0.34608403911018687,0.27124376548527473,0.4332888984624814,125.14518996910192
2023-12-21,7d,6330.72680357143,5503.488713244047,7177.958294196428,8375.568046218437,7421.649296618673,9276.543764919057,1.5148097871292934,1.316869109163671,1.7175344653193032,147.17733368999325
